Timestamp,CPU_User_Pct,CPU_System_Pct,CPU_Idle_Pct,Memory_Used_MB,Memory_Free_MB
2025-12-19 09:11:13,5.72,17.17,77.10,7569,2952
2025-12-19 09:11:19,6.12,18.73,75.13,7566,3267
2025-12-19 09:11:25,5.96,18.94,75.8,7558,3297
2025-12-19 09:11:31,6.33,18.83,74.82,7548,3373
2025-12-19 09:11:36,12.13,23.50,64.36,7572,3264
2025-12-19 09:11:42,7.28,23.62,69.9,7557,3269
2025-12-19 09:11:48,6.86,22.18,70.95,7547,3506
2025-12-19 09:11:54,5.88,21.3,73.8,7555,3494
2025-12-19 09:12:00,6.78,21.73,71.47,7558,3465
2025-12-19 09:12:06,6.36,25.47,68.15,7566,3486
2025-12-19 09:12:11,7.87,28.97,63.14,7510,3501
2025-12-19 09:12:17,7.22,24.95,67.81,7555,3472
2025-12-19 09:12:23,23.85,37.90,38.24,7527,3524
2025-12-19 09:12:29,15.79,39.11,45.9,7466,3443
2025-12-19 09:12:35,11.52,36.67,51.79,7486,3509
2025-12-19 09:12:41,15.16,37.60,47.23,7514,3325
2025-12-19 09:12:47,6.39,24.85,68.75,7549,3218
2025-12-19 09:12:53,6.78,26.11,67.9,7563,3346
2025-12-19 09:12:59,6.59,25.65,67.74,7555,2792
2025-12-19 09:13:05,6.37,24.77,68.84,7510,2771
2025-12-19 09:13:10,19.54,27.14,53.30,7559,3164
2025-12-19 09:13:16,7.5,27.35,65.58,7544,3116
2025-12-19 09:13:22,5.84,25.14,69.0,7565,2900
2025-12-19 09:13:28,12.12,29.46,58.40,7541,3174
2025-12-19 09:13:34,5.42,29.81,64.76,7392,3256
2025-12-19 09:13:40,9.88,26.94,63.17,7438,3313
2025-12-19 09:13:46,8.57,24.27,67.15,7493,3325
2025-12-19 09:13:52,6.44,23.42,70.13,7498,3293
2025-12-19 09:13:58,8.4,26.58,65.37,7506,3403
2025-12-19 09:14:04,6.49,29.54,63.95,7472,3248
2025-12-19 09:14:10,8.34,26.50,65.15,7528,3001
2025-12-19 09:14:16,8.6,25.7,66.86,7552,2933
2025-12-19 09:14:22,16.69,25.83,57.47,7495,3425
2025-12-19 09:14:28,20.17,35.42,44.40,7507,3423
2025-12-19 09:14:34,8.78,29.28,61.93,7527,3257
2025-12-19 09:14:40,4.67,24.52,70.80,7560,3122
2025-12-19 09:14:46,4.66,23.76,71.57,7551,3041
2025-12-19 09:14:52,8.60,35.85,55.54,7504,3313
2025-12-19 09:14:58,9.95,27.99,62.4,7480,2973
2025-12-19 09:15:04,7.29,28.18,64.52,7448,2890
2025-12-19 09:15:10,16.32,25.96,57.71,7528,2869
2025-12-19 09:15:16,8.1,26.38,65.59,7572,2864
2025-12-19 09:15:22,10.42,24.71,64.85,7568,2980
2025-12-19 09:15:28,9.7,27.51,63.40,7503,3488
2025-12-19 09:15:34,6.84,25.74,67.41,7552,3438
2025-12-19 09:15:40,7.70,28.5,64.24,7540,3288
2025-12-19 09:15:46,6.64,26.44,66.90,7564,3487
2025-12-19 09:15:52,6.11,25.18,68.70,7548,3485
2025-12-19 09:15:58,6.18,25.3,68.77,7529,3470
2025-12-19 09:16:04,6.47,24.55,68.97,7539,3495
2025-12-19 09:16:10,5.93,26.11,67.95,7497,3463
2025-12-19 09:16:15,5.78,27.35,66.85,7564,3352
2025-12-19 09:16:21,12.50,32.84,54.65,7545,3063
2025-12-19 09:16:27,7.27,27.65,65.6,7546,3114
2025-12-19 09:16:33,28.45,39.90,31.63,7467,3097
2025-12-19 09:16:40,9.46,30.12,60.40,7473,3394
2025-12-19 09:16:46,7.55,28.63,63.80,7464,3525
2025-12-19 09:16:52,10.48,36.35,53.16,7469,3494
2025-12-19 09:16:58,11.8,32.42,56.49,7476,3505
2025-12-19 09:17:04,6.1,18.5,75.92,7503,3495
2025-12-19 09:17:09,6.31,18.42,75.26,7501,3493
2025-12-19 09:17:15,2.52,13.15,84.32,7532,3456
2025-12-19 09:17:21,5.15,15.63,79.21,7542,3393
2025-12-19 09:17:27,7.57,18.24,74.18,7544,3496
2025-12-19 09:17:33,7.36,16.51,76.12,7496,3356
2025-12-19 09:17:38,7.48,21.21,71.30,7535,3442
2025-12-19 09:17:44,10.96,26.23,62.79,7506,3167
2025-12-19 09:17:50,13.82,26.57,59.60,7436,3016
2025-12-19 09:17:56,12.23,26.95,60.81,7493,3179
2025-12-19 09:18:02,9.47,26.4,64.48,7456,3325
2025-12-19 09:18:07,32.74,30.80,36.44,7462,3339
2025-12-19 09:18:13,11.75,21.33,66.90,7468,3430
2025-12-19 09:18:19,10.61,19.34,70.3,7501,3484
2025-12-19 09:18:25,13.27,15.92,70.79,7484,3371
2025-12-19 09:18:30,31.58,38.71,29.70,7450,3330
2025-12-19 09:18:37,8.64,24.14,67.21,7493,3292
2025-12-19 09:18:43,6.76,17.25,75.97,7555,3260
2025-12-19 09:18:48,9.71,22.61,67.66,7504,3448
2025-12-19 09:18:54,12.21,23.94,63.84,7531,3473
2025-12-19 09:19:00,7.58,18.23,74.18,7469,3348
2025-12-19 09:19:06,8.18,15.63,76.18,7504,3383
2025-12-19 09:19:12,8.29,19.34,72.36,7514,3525
2025-12-19 09:19:18,7.92,20.59,71.47,7474,3533
2025-12-19 09:19:23,7.1,14.74,78.23,7558,3387
2025-12-19 09:19:29,6.10,14.54,79.35,7545,3451
2025-12-19 09:19:35,6.8,16.27,77.63,7548,3408
2025-12-19 09:19:41,5.94,15.13,78.91,7535,3428
2025-12-19 09:19:46,6.67,16.42,76.89,7521,3539
2025-12-19 09:19:52,7.33,15.92,76.74,7539,3531
2025-12-19 09:19:58,6.48,15.49,78.1,7531,3544
2025-12-19 09:20:04,24.22,22.4,53.73,7498,3551
2025-12-19 09:20:10,9.30,16.27,74.41,7526,3466
2025-12-19 09:20:15,5.16,14.26,80.57,7553,3455
2025-12-19 09:20:21,5.41,13.35,81.22,7546,3468
2025-12-19 09:20:27,9.25,29.2,61.72,7523,3420
2025-12-19 09:20:33,9.9,20.10,70.80,7511,3272
2025-12-19 09:20:39,5.63,17.45,76.90,7501,3394
2025-12-19 09:20:44,11.11,16.66,72.22,7558,3487
2025-12-19 09:20:50,10.43,18.18,71.38,7509,3459
2025-12-19 09:20:56,4.9,14.97,80.92,7565,3303
2025-12-19 09:21:02,3.23,13.30,83.45,7554,3343
2025-12-19 09:21:08,3.24,12.63,84.11,7487,3474
2025-12-19 09:21:13,3.77,13.12,83.9,7567,3389
2025-12-19 09:21:19,5.74,13.46,80.78,7566,3358
2025-12-19 09:21:25,5.35,15.49,79.15,7538,3515
2025-12-19 09:21:31,12.39,16.8,71.52,7539,3436
2025-12-19 09:21:37,5.22,14.41,80.36,7561,3448
2025-12-19 09:21:42,14.23,16.99,68.77,7553,3553
2025-12-19 09:21:48,7.61,14.33,78.5,7532,3497
2025-12-19 09:21:54,8.5,17.53,74.41,7551,3524
2025-12-19 09:22:00,5.43,14.31,80.25,7564,3433
2025-12-19 09:22:06,4.42,13.45,82.12,7542,3477
2025-12-19 09:22:11,10.74,18.72,70.52,7550,3528
2025-12-19 09:22:17,5.52,16.22,78.25,7565,3364
2025-12-19 09:22:23,13.8,26.16,60.75,7456,3528
2025-12-19 09:22:29,11.89,23.62,64.48,7481,3473
2025-12-19 09:22:35,36.70,40.88,22.40,7486,3453
2025-12-19 09:22:41,5.92,20.81,73.26,7474,3482
2025-12-19 09:22:47,6.11,19.78,74.10,7542,3416
2025-12-19 09:22:53,5.68,19.71,74.60,7458,3302
2025-12-19 09:22:59,10.13,19.42,70.43,7470,3255
2025-12-19 09:23:04,11.91,19.29,68.79,7500,3133
2025-12-19 09:23:10,5.43,15.21,79.34,7486,3217
2025-12-19 09:23:16,4.17,13.43,82.39,7498,3147
2025-12-19 09:23:22,4.40,15.4,80.55,7557,3077
2025-12-19 09:23:28,20.65,33.87,45.47,7519,3222
2025-12-19 09:23:33,19.67,24.90,55.41,7455,3422
2025-12-19 09:23:39,33.76,26.60,39.63,7514,3391
2025-12-19 09:23:45,17.62,30.3,52.33,7497,3510
2025-12-19 09:23:51,3.44,12.88,83.66,7546,3373
2025-12-19 09:23:56,29.77,41.88,28.34,7481,3418
2025-12-19 09:24:02,13.45,35.83,50.70,7524,3324
2025-12-19 09:24:08,4.61,18.65,76.73,7505,3253
2025-12-19 09:24:14,3.97,13.53,82.49,7532,3172
2025-12-19 09:24:20,13.63,14.54,71.81,7407,3335
2025-12-19 09:24:26,19.72,30.27,50.0,7460,3198
2025-12-19 09:24:31,4.88,13.38,81.73,7352,3425
2025-12-19 09:24:37,20.9,31.28,48.62,7442,3515
2025-12-19 09:24:43,40.41,36.27,23.30,7429,2967
2025-12-19 09:24:49,18.19,21.76,60.3,7450,3255
2025-12-19 09:24:55,22.15,35.88,41.96,7473,3420
2025-12-19 09:25:01,9.98,16.22,73.79,7521,3304
2025-12-19 09:25:07,11.41,23.14,65.43,7490,3413
2025-12-19 09:25:13,9.59,18.26,72.14,7523,3347
2025-12-19 09:25:19,6.72,16.28,76.99,7559,3389
2025-12-19 09:25:24,7.39,19.71,72.88,7547,3468
2025-12-19 09:25:30,8.97,40.69,50.33,7494,3505
2025-12-19 09:25:36,8.71,19.59,71.69,7542,3431
2025-12-19 09:25:42,5.20,14.36,80.43,7558,3507
2025-12-19 09:25:48,6.0,16.36,77.63,7515,3273
2025-12-19 09:25:53,4.91,12.38,82.69,7472,3187
2025-12-19 09:25:59,5.18,15.92,78.89,7541,3089
2025-12-19 09:26:05,11.16,29.98,58.85,7384,3225
2025-12-19 09:26:11,8.27,23.14,68.58,7492,3153
2025-12-19 09:26:17,5.28,17.66,77.4,7500,3163
2025-12-19 09:26:22,6.1,17.66,76.32,7485,3385
2025-12-19 09:26:28,5.56,15.26,79.17,7522,3350
2025-12-19 09:26:34,8.91,19.78,71.30,7483,3361
2025-12-19 09:26:40,9.67,15.32,75.0,7535,3426
2025-12-19 09:26:46,9.38,15.16,75.45,7551,3408
2025-12-19 09:26:51,10.50,24.6,65.42,7476,3540
2025-12-19 09:26:57,10.99,17.29,71.71,7505,3505
2025-12-19 09:27:03,8.54,21.45,70.0,7459,3155
2025-12-19 09:27:09,6.39,17.93,75.66,7464,3248
2025-12-19 09:27:15,6.31,17.50,76.17,7503,3255
2025-12-19 09:27:20,2.89,12.68,84.42,7556,3204
2025-12-19 09:27:26,19.85,43.26,36.87,7492,3494
2025-12-19 09:27:32,42.23,49.48,8.28,7508,3550
2025-12-19 09:29:04,24.79,27.21,47.98,7478,3326
2025-12-19 09:29:10,14.33,25.73,59.92,7478,3480
2025-12-19 09:29:16,18.79,22.8,59.12,7551,3495
2025-12-19 09:29:21,13.46,32.67,53.85,7472,3518
2025-12-19 09:31:09,4.29,15.3,80.66,7424,3406
2025-12-19 09:31:15,4.23,17.67,78.8,7450,3427
2025-12-19 09:31:21,4.43,14.45,81.11,7508,3538
2025-12-19 09:33:07,3.87,14.39,81.73,7548,3483
2025-12-19 09:34:39,12.52,24.2,63.45,7472,3592
2025-12-19 09:34:45,3.20,13.74,83.5,7528,3547
2025-12-19 09:36:33,3.48,17.43,79.8,7488,3575
2025-12-19 09:36:39,13.78,28.68,57.53,7498,3602
2025-12-19 09:38:48,3.57,17.10,79.32,7474,3608
2025-12-19 09:38:54,19.13,27.95,52.90,7538,3614
2025-12-19 09:39:00,4.21,16.66,79.12,7480,3599
2025-12-19 09:39:06,13.81,30.60,55.57,7501,3613
2025-12-19 09:40:04,4.65,17.51,77.82,7491,3602
2025-12-19 09:57:33,31.20,38.29,30.49,7465,3601
2025-12-19 09:57:39,27.99,39.48,32.52,7494,3605
2025-12-19 09:57:46,15.93,20.69,63.36,7497,3575
2025-12-19 09:57:51,25.27,32.18,42.54,7495,3574
2025-12-19 09:59:40,30.97,31.34,37.68,7450,3591
2025-12-19 09:59:45,3.18,12.75,84.5,7515,3520
2025-12-19 10:01:40,4.26,15.2,80.70,7519,3591
2025-12-19 10:01:46,20.85,39.57,39.57,7548,3594
2025-12-19 10:06:03,13.54,20.96,65.49,7476,3581
2025-12-19 10:06:09,14.43,32.62,52.94,7470,3589
2025-12-19 10:06:15,15.5,18.58,66.35,7519,3558
2025-12-19 10:06:21,3.71,12.26,84.1,7562,3478
2025-12-19 10:07:49,15.2,13.54,71.42,7509,3536
2025-12-19 10:08:39,4.66,14.17,81.15,7549,3576
2025-12-19 10:10:24,13.24,18.65,68.9,7511,3568
2025-12-19 10:10:30,9.15,14.95,75.88,7544,3563
2025-12-19 10:11:00,8.96,21.44,69.59,7520,3323
2025-12-19 10:11:06,18.26,22.41,59.32,7453,3221
2025-12-19 10:11:11,10.33,16.54,73.12,7507,3110
2025-12-19 10:11:17,21.67,36.54,41.78,7485,2808
2025-12-19 10:11:23,4.68,16.47,78.83,7482,2886
2025-12-19 10:11:29,10.50,16.30,73.18,7535,2977
2025-12-19 10:11:35,27.12,38.76,34.10,7480,3452
2025-12-19 10:11:41,14.96,26.76,58.27,7487,3465
2025-12-19 10:11:46,11.15,29.13,59.71,7466,3377
2025-12-19 10:11:52,14.76,12.89,72.33,7488,3392
2025-12-19 10:11:58,2.79,11.19,86.0,7537,3326
2025-12-19 10:12:04,32.59,41.1,26.38,7457,3138
2025-12-19 10:12:10,7.73,26.25,66.0,7480,3494
2025-12-19 10:12:16,7.7,31.44,61.47,7440,3119
2025-12-19 10:12:22,29.3,38.36,32.59,7459,3186
2025-12-19 10:12:28,18.57,36.97,44.44,7484,3464
2025-12-19 10:12:34,15.73,31.95,52.30,7510,3297
2025-12-19 10:12:40,8.44,21.10,70.45,7456,3290
2025-12-19 10:12:45,4.77,13.21,82.1,7555,3160
2025-12-19 10:12:51,4.93,17.73,77.33,7530,3291
2025-12-19 10:12:57,3.0,14.82,82.17,7540,3397
2025-12-19 10:13:03,3.17,13.80,83.2,7558,3376
2025-12-19 10:13:08,3.88,12.75,83.36,7554,3354
2025-12-19 10:13:14,3.91,12.84,83.24,7564,3321
2025-12-19 10:13:20,6.34,12.12,81.52,7559,3369
2025-12-19 10:13:26,4.7,15.92,80.0,7490,3382
2025-12-19 10:13:31,3.89,13.54,82.56,7553,3306
2025-12-19 10:13:37,4.9,18.36,77.54,7551,3271
2025-12-19 10:13:43,4.60,13.62,81.76,7562,3266
2025-12-19 10:13:49,3.0,12.19,84.80,7546,3339
2025-12-19 10:13:54,6.27,14.63,79.8,7564,3391
2025-12-19 10:14:00,3.90,14.49,81.59,7492,3521
2025-12-19 10:14:06,8.70,24.74,66.55,7534,3449
2025-12-19 10:14:12,8.33,16.29,75.37,7452,3270
2025-12-19 10:14:18,6.96,16.94,76.8,7518,3327
2025-12-19 10:14:23,11.20,20.20,68.59,7525,3457
2025-12-19 10:14:29,6.46,14.23,79.29,7546,3213
2025-12-19 10:14:35,5.20,14.49,80.29,7529,3383
2025-12-19 10:14:41,6.57,13.53,79.88,7485,3355
2025-12-19 10:14:46,20.73,24.27,54.98,7536,3502
2025-12-19 10:14:52,6.45,14.20,79.33,7511,3510
2025-12-19 10:14:58,11.77,21.61,66.60,7547,3478
2025-12-19 10:15:04,16.64,38.83,44.51,7540,3342
2025-12-19 10:15:10,14.81,21.34,63.84,7528,3166
2025-12-19 10:15:16,16.9,21.25,62.65,7538,3311
2025-12-19 10:15:22,13.28,23.6,63.65,7523,3394
2025-12-19 10:15:27,12.28,27.43,60.28,7511,3343
2025-12-19 10:15:33,4.48,14.39,81.12,7490,3217
2025-12-19 10:15:39,11.44,30.30,58.24,7483,3461
2025-12-19 10:15:45,14.23,28.11,57.65,7457,3426
2025-12-19 10:15:51,6.26,14.91,78.82,7530,3308
2025-12-19 10:15:56,3.68,14.18,82.13,7488,3306
2025-12-19 10:16:02,36.51,39.82,23.65,7448,3313
2025-12-19 10:16:09,3.49,15.7,81.43,7491,3349
2025-12-19 10:16:14,19.81,27.81,52.36,7494,3541
2025-12-19 10:16:20,4.88,18.26,76.85,7502,3511
2025-12-19 10:16:26,22.64,40.33,37.2,7499,3315
2025-12-19 10:16:32,5.42,14.57,80.0,7361,3066
2025-12-19 10:16:38,21.52,24.49,53.97,7497,3053
2025-12-19 10:16:44,21.80,26.23,51.95,6781,3159
2025-12-19 10:16:50,8.6,19.55,72.37,7419,2631
2025-12-19 10:16:55,9.16,21.56,69.27,7464,2989
2025-12-19 10:17:01,34.66,38.64,26.68,7463,3489
2025-12-19 10:17:07,21.59,44.31,34.9,7465,3498
2025-12-19 10:17:13,14.28,29.64,56.7,7478,3438
2025-12-19 10:17:19,11.62,27.30,61.7,7482,3443
2025-12-19 10:17:25,14.92,34.49,50.58,7474,3453
2025-12-19 10:17:31,27.44,28.36,44.19,7497,3481
2025-12-19 10:17:36,27.88,31.32,40.79,7472,3492
2025-12-19 10:17:42,11.31,26.6,62.62,7467,3513
2025-12-19 10:17:48,7.33,18.42,74.23,7494,3516
2025-12-19 10:17:54,9.91,21.36,68.71,7422,3486
2025-12-19 10:18:00,12.68,15.21,72.10,7468,3423
2025-12-19 10:18:05,13.43,24.75,61.81,7461,3495
2025-12-19 10:18:11,8.95,20.65,70.39,7470,3351
2025-12-19 10:18:17,9.62,16.57,73.79,7515,3466
2025-12-19 10:18:23,10.85,21.36,67.77,7488,3283
2025-12-19 10:18:29,9.35,15.46,75.17,7503,3302
2025-12-19 10:18:34,8.55,16.92,74.52,7464,3393
2025-12-19 10:18:40,6.10,14.36,79.53,7510,3394
2025-12-19 10:18:46,13.79,23.97,62.23,7477,3355
2025-12-19 10:18:52,10.33,32.71,56.94,7458,3518
2025-12-19 10:18:58,8.84,19.11,72.3,7540,3454
2025-12-19 10:19:03,4.71,15.97,79.31,7543,3421
2025-12-19 10:19:09,5.35,13.46,81.18,7559,3413
2025-12-19 10:19:15,5.0,12.96,82.3,7532,3414
2025-12-19 10:19:21,5.83,13.86,80.29,7555,3389
2025-12-19 10:19:27,6.38,14.78,78.83,7504,3509
2025-12-19 10:19:32,6.1,14.38,79.59,7550,3483
2025-12-19 10:19:38,5.52,14.73,79.74,7542,3536
2025-12-19 10:19:44,5.52,15.10,79.37,7564,3489
2025-12-19 10:19:50,9.4,16.66,74.29,7563,3446
2025-12-19 10:19:55,6.64,18.85,74.50,7554,3439
2025-12-19 10:20:01,8.88,19.18,71.93,7440,3241
2025-12-19 10:20:07,9.26,16.39,74.33,7462,3253
2025-12-19 10:20:13,6.79,17.35,75.84,7504,3382
2025-12-19 10:20:19,5.82,14.20,79.96,7505,3285
2025-12-19 10:20:24,6.91,20.93,72.15,7040,2393
2025-12-19 10:20:30,4.85,14.13,81.1,7207,2255
2025-12-19 10:20:36,14.34,22.2,63.63,7297,2339
2025-12-19 10:20:41,8.1,14.34,77.63,7421,2365
2025-12-19 10:20:47,6.68,14.87,78.44,7558,2278
2025-12-19 10:20:53,13.18,14.6,72.74,7418,2543
2025-12-19 10:20:58,11.59,21.32,67.8,7463,2545
2025-12-19 10:21:04,15.81,20.73,63.44,7469,2464
2025-12-19 10:21:10,7.56,15.54,76.89,7532,2472
2025-12-19 10:21:15,5.10,12.97,81.91,7539,2454
2025-12-19 10:21:21,4.87,13.34,81.77,7542,2406
2025-12-19 10:21:27,2.74,12.23,85.2,7558,2380
2025-12-19 10:21:32,17.65,14.25,68.8,7560,2424
2025-12-19 10:21:38,17.29,15.61,67.8,7553,2473
2025-12-19 10:21:44,14.43,17.78,67.78,7427,2701
2025-12-19 10:21:49,3.32,11.85,84.82,7512,2589
2025-12-19 10:21:55,13.2,24.15,62.81,7550,2547
2025-12-19 10:22:01,12.29,26.43,61.27,7442,2782
2025-12-19 10:22:07,11.92,25.73,62.34,7450,2901
2025-12-19 10:22:12,6.97,16.27,76.74,7471,2788
2025-12-19 10:22:18,17.69,22.22,60.8,7430,2828
2025-12-19 10:22:24,14.34,17.82,67.82,7479,2753
2025-12-19 10:22:29,5.22,16.86,77.91,7479,2853
2025-12-19 10:22:35,7.2,17.56,75.41,7510,2874
2025-12-19 10:22:41,5.64,18.95,75.40,7497,2915
2025-12-19 10:22:58,7.69,17.61,74.69,7526,3128
2025-12-19 10:23:03,10.38,24.57,65.4,7503,3452
2025-12-19 10:23:09,14.68,29.37,55.93,7485,3548
2025-12-19 10:23:15,32.39,28.55,39.5,7485,3308
2025-12-19 10:23:21,4.78,14.13,81.8,7493,3310
2025-12-19 10:23:26,6.40,17.76,75.82,7484,3330
2025-12-19 10:23:32,8.15,23.26,68.58,7459,3327
2025-12-19 10:23:38,5.0,17.50,77.50,7483,3545
2025-12-19 10:23:44,4.81,12.13,83.5,7521,3534
2025-12-19 10:23:49,5.99,13.91,80.8,7561,3474
2025-12-19 10:23:55,2.97,13.61,83.40,7544,3525
2025-12-19 10:24:01,11.70,24.20,64.8,7467,3444
2025-12-19 10:24:06,9.14,21.82,69.2,7487,3390
2025-12-19 10:24:12,4.27,13.46,82.26,7463,3430
2025-12-19 10:24:18,34.10,30.33,35.56,7467,3575
2025-12-19 10:24:23,25.17,30.53,44.28,7480,3287
2025-12-19 10:24:29,18.35,19.40,62.23,7485,3234
2025-12-19 10:24:35,37.25,37.98,24.76,7524,3202
2025-12-19 10:24:41,5.26,15.36,79.36,7520,3262
2025-12-19 10:24:47,5.0,18.33,76.66,7547,3179
2025-12-19 10:24:52,10.77,13.17,76.4,7536,3185
2025-12-19 10:24:58,5.90,13.34,80.74,7512,3317
2025-12-19 10:25:04,36.22,52.21,11.56,7529,3292
2025-12-19 10:25:10,48.58,44.73,6.68,7467,3527
2025-12-19 10:25:17,7.64,15.28,77.6,7513,3412
2025-12-19 10:25:23,6.39,13.43,80.17,7515,3398
2025-12-19 10:25:29,17.93,24.45,57.60,7466,3425
2025-12-19 10:25:34,6.20,13.6,80.72,7493,3366
2025-12-19 10:25:40,6.3,12.71,81.25,7526,3321
2025-12-19 10:25:46,7.21,16.98,75.79,7558,3300
2025-12-19 10:25:51,6.65,14.59,78.75,7550,3333
2025-12-19 10:25:57,4.96,14.68,80.34,7556,3368
2025-12-19 10:26:03,4.83,13.2,82.14,7537,3410
2025-12-19 10:26:08,6.91,14.88,78.19,7556,3310
2025-12-19 10:26:14,11.38,13.61,75.0,7562,3416
2025-12-19 10:26:20,10.74,22.10,67.14,7534,3442
2025-12-19 10:26:25,6.68,14.0,79.31,7526,3401
2025-12-19 10:26:31,6.30,13.69,80.0,7559,3379
2025-12-19 10:26:37,20.23,27.25,52.50,7496,3085
2025-12-19 10:26:42,30.36,31.38,38.25,7476,3051
2025-12-19 10:26:48,7.37,14.96,77.65,7512,2931
2025-12-19 10:26:54,5.98,13.46,80.55,7540,2913
2025-12-19 10:27:00,7.54,15.51,76.93,7536,2868
2025-12-19 10:27:05,10.75,12.15,77.9,7540,2831
2025-12-19 10:27:11,5.76,13.3,81.19,7489,2881
2025-12-19 10:27:17,6.63,16.27,77.8,7560,2835
2025-12-19 10:27:22,5.37,13.54,81.7,7505,2939
2025-12-19 10:27:28,4.48,13.3,82.47,7541,2949
2025-12-19 10:27:34,13.55,21.2,65.42,7435,3191
2025-12-19 10:27:39,5.3,14.4,80.92,7509,3106
2025-12-19 10:27:45,22.86,16.66,60.47,7471,3242
2025-12-19 10:27:51,2.93,11.32,85.74,7250,3416
2025-12-19 10:27:56,3.34,12.13,84.51,7361,3348
2025-12-19 10:28:02,5.94,14.43,79.61,7541,3253
2025-12-19 10:28:08,3.13,12.13,84.72,7567,3231
2025-12-19 10:28:13,3.18,11.88,84.92,7545,3159
2025-12-19 10:28:19,52.94,40.0,7.5,7531,3141
2025-12-19 10:28:26,7.24,13.25,79.50,7523,3029
2025-12-19 10:28:32,6.65,16.42,76.92,7457,3135
2025-12-19 10:28:37,4.57,13.28,82.13,7547,3056
2025-12-19 10:28:43,55.54,41.65,2.80,7516,3106
2025-12-19 10:28:51,9.78,12.32,77.88,7531,3109
2025-12-19 10:28:57,23.63,22.82,53.53,7550,3119
2025-12-19 10:29:03,4.95,12.93,82.11,7563,3131
2025-12-19 10:29:08,5.83,13.54,80.62,7574,3179
