Timestamp,CPU_User_Pct,CPU_System_Pct,CPU_Idle_Pct,Memory_Used_MB,Memory_Free_MB
2025-12-19 09:12:35,11.53,36.72,51.74,7488,3509
2025-12-19 09:12:41,15.2,37.70,47.27,7516,3324
2025-12-19 09:12:47,6.39,24.85,68.75,7550,3218
2025-12-19 09:12:53,6.80,26.19,67.0,7562,3346
2025-12-19 09:12:59,6.72,25.58,67.69,7556,2792
2025-12-19 09:13:05,6.25,24.85,68.89,7512,2771
2025-12-19 09:13:10,19.54,27.14,53.30,7561,3164
2025-12-19 09:13:16,7.5,27.35,65.58,7543,3116
2025-12-19 09:13:22,5.84,25.14,69.0,7564,2900
2025-12-19 09:13:28,12.12,29.46,58.40,7547,3173
2025-12-19 09:13:34,5.42,29.81,64.76,7398,3256
2025-12-19 09:13:40,9.78,27.6,63.14,7441,3312
2025-12-19 09:13:46,8.58,24.30,67.10,7492,3325
2025-12-19 09:13:52,6.55,23.32,70.11,7499,3293
2025-12-19 09:13:58,8.5,26.61,65.32,7507,3403
2025-12-19 09:14:04,6.49,29.54,63.95,7474,3247
2025-12-19 09:14:10,8.34,26.50,65.15,7527,3001
2025-12-19 09:14:16,8.5,25.3,66.91,7553,2933
2025-12-19 09:14:22,16.69,25.83,57.47,7493,3425
2025-12-19 09:14:28,20.17,35.42,44.40,7504,3421
2025-12-19 09:14:34,8.78,29.28,61.93,7529,3257
2025-12-19 09:14:40,4.67,24.52,70.80,7561,3122
2025-12-19 09:14:46,4.67,23.83,71.49,7552,3041
2025-12-19 09:14:52,8.60,35.85,55.54,7507,3302
2025-12-19 09:14:58,9.94,27.95,62.10,7482,2973
2025-12-19 09:15:04,7.31,28.12,64.56,7448,2890
2025-12-19 09:15:10,16.32,25.96,57.71,7529,2869
2025-12-19 09:15:16,7.53,26.29,66.17,7571,2864
2025-12-19 09:15:22,10.41,24.67,64.90,7566,2988
2025-12-19 09:15:28,9.10,27.45,63.44,7498,3490
2025-12-19 09:15:34,6.81,25.77,67.40,7549,3437
2025-12-19 09:15:40,7.58,28.13,64.28,7539,3288
2025-12-19 09:15:46,6.63,26.40,66.95,7567,3486
2025-12-19 09:15:52,6.11,25.18,68.70,7547,3485
2025-12-19 09:15:58,6.16,24.96,68.86,7527,3471
2025-12-19 09:16:04,6.47,24.55,68.97,7537,3495
2025-12-19 09:16:10,6.2,26.28,67.69,7496,3463
2025-12-19 09:16:15,5.92,27.31,66.76,7563,3352
2025-12-19 09:16:21,12.50,32.84,54.65,7547,3062
2025-12-19 09:16:27,7.27,27.65,65.6,7544,3114
2025-12-19 09:16:33,28.37,40.0,31.62,7469,3097
2025-12-19 09:16:40,9.46,30.12,60.40,7471,3394
2025-12-19 09:16:46,7.55,28.63,63.80,7465,3524
2025-12-19 09:16:52,10.48,36.35,53.16,7492,3493
2025-12-19 09:16:58,11.8,32.42,56.49,7469,3500
