Timestamp,CPU_User_Pct,CPU_System_Pct,CPU_Idle_Pct,Memory_Total_MB,Memory_Used_MB,Memory_Free_MB,Memory_BuffCache_MB,Swap_Total_MB,Swap_Used_MB,Swap_Free_MB
2025-12-05 07:02:04,,,,,,,,,,
2025-12-05 07:02:09,,,,,,,,,,
2025-12-05 07:02:14,,,,,,,,,,
2025-12-05 07:02:19,,,,,,,,,,
